generation,run1,run2,run3,run4,run5,avg,ci_lower,ci_upper
1,2.2503712503712503,1.9200182696072037,1.9269789983844912,2.175265306122449,2.161476426799007,2.08682205025688,1.8969680835281473,2.276676016985613
2,2.2503712503712503,1.9200182696072037,1.9269789983844912,2.175265306122449,2.114859181852937,2.077498601267666,1.8930213211826377,2.2619758813526945
3,2.2465993856954807,1.9200182696072037,1.9269789983844912,2.175265306122449,1.9805332476710569,2.049879041496136,1.8623942647799396,2.2373638182123323
4,2.2465993856954807,1.9200182696072037,1.9269789983844912,2.175265306122449,1.9805139186295504,2.049875175687835,1.86238764310723,2.23736270826844
5,2.2465993856954807,1.905710102489019,1.9269789983844912,2.175265306122449,1.9805139186295504,2.047013542264198,1.8555795372013035,2.238447547327093
6,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.7123960695389266,1.9878596017781995,1.7253403564499017,2.2503788471064974
7,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
8,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
9,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
10,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
11,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
12,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
13,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
14,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
15,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
16,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
17,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
18,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
19,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
20,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
21,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
22,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
23,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
24,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
25,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
26,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
27,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
28,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
29,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
30,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
31,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
32,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
33,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
34,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
35,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
36,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
37,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
38,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
39,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
40,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
41,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
42,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
43,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
44,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
45,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
46,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
47,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
